Model,Type,Account,Steps,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,35,35,35,1,1,1,=1/35,=1/35,=1/35,=1/35
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,36,36,36,1,1,1,=1/36,=1/36,=1/36,=1/36
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,37,37,37,1,1,1,=1/37,=1/37,=1/37,=1/37
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,38,38,38,1,1,1,=1/38,=1/38,=1/38,=1/38
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,39,39,39,1,1,1,=1/39,=1/39,=1/39,=1/39
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,40,40,40,1,1,1,=1/40,=1/40,=1/40,=1/40
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,41,41,41,1,1,1,=1/41,=1/41,=1/41,=1/41
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,42,42,42,1,1,1,=1/42,=1/42,=1/42,=1/42
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,43,43,43,1,1,1,=1/43,=1/43,=1/43,=1/43
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,44,44,44,1,1,1,=1/44,=1/44,=1/44,=1/44
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,45,45,45,1,1,1,=1/45,=1/45,=1/45,=1/45
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,46,46,46,1,1,1,=1/46,=1/46,=1/46,=1/46
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,47,47,47,1,1,1,=1/47,=1/47,=1/47,=1/47
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,48,48,48,1,1,1,=1/48,=1/48,=1/48,=1/48
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,49,49,49,1,1,1,=1/49,=1/49,=1/49,=1/49
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,6,0,50,50,50,1,1,1,=1/50,=1/50,=1/50,=1/50
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,51,51,51,1,1,1,=1/51,=1/51,=1/51,=1/51
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,52,52,52,1,1,1,=1/52,=1/52,=1/52,=1/52
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,53,53,53,1,1,1,=1/53,=1/53,=1/53,=1/53
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,54,54,54,1,1,1,=1/54,=1/54,=1/54,=1/54
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,55,55,55,1,1,1,=1/55,=1/55,=1/55,=1/55
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,56,56,56,1,1,1,=1/56,=1/56,=1/56,=1/56
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,57,57,57,1,1,1,=1/57,=1/57,=1/57,=1/57
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,58,58,58,1,1,1,=1/58,=1/58,=1/58,=1/58
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,59,59,59,1,1,1,=1/59,=1/59,=1/59,=1/59
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,60,60,60,1,1,1,=1/60,=1/60,=1/60,=1/60
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,61,61,61,1,1,1,=1/61,=1/61,=1/61,=1/61
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,62,62,62,1,1,1,=1/62,=1/62,=1/62,=1/62
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,63,63,63,1,1,1,=1/63,=1/63,=1/63,=1/63
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,64,64,64,1,1,1,=1/64,=1/64,=1/64,=1/64
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,65,65,65,1,1,1,=1/65,=1/65,=1/65,=1/65
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,66,66,66,1,1,1,=1/66,=1/66,=1/66,=1/66
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,67,67,67,1,1,1,=1/67,=1/67,=1/67,=1/67
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,68,68,68,1,1,1,=1/68,=1/68,=1/68,=1/68
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,69,69,69,1,1,1,=1/69,=1/69,=1/69,=1/69
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,70,70,70,1,1,1,=1/70,=1/70,=1/70,=1/70
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,71,71,71,1,1,1,=1/71,=1/71,=1/71,=1/71
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,72,72,72,1,1,1,=1/72,=1/72,=1/72,=1/72
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,73,73,73,1,1,1,=1/73,=1/73,=1/73,=1/73
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,74,74,74,1,1,1,=1/74,=1/74,=1/74,=1/74
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,75,75,75,1,1,1,=1/75,=1/75,=1/75,=1/75
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,76,76,76,1,1,1,=1/76,=1/76,=1/76,=1/76
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,77,77,77,1,1,1,=1/77,=1/77,=1/77,=1/77
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,78,78,78,1,1,1,=1/78,=1/78,=1/78,=1/78
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,79,79,79,1,1,1,=1/79,=1/79,=1/79,=1/79
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,80,80,80,1,1,1,=1/80,=1/80,=1/80,=1/80
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,81,81,81,1,1,1,=1/81,=1/81,=1/81,=1/81
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,82,82,82,1,1,1,=1/82,=1/82,=1/82,=1/82
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,83,83,83,1,1,1,=1/83,=1/83,=1/83,=1/83
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,84,84,84,1,1,1,=1/84,=1/84,=1/84,=1/84
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,85,85,85,1,1,1,=1/85,=1/85,=1/85,=1/85
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,86,86,86,1,1,1,=1/86,=1/86,=1/86,=1/86
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,87,87,87,1,1,1,=1/87,=1/87,=1/87,=1/87
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,88,88,88,1,1,1,=1/88,=1/88,=1/88,=1/88
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,89,89,89,1,1,1,=1/89,=1/89,=1/89,=1/89
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,90,90,90,1,1,1,=1/90,=1/90,=1/90,=1/90
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,91,91,91,1,1,1,=1/91,=1/91,=1/91,=1/91
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,92,92,92,1,1,1,=1/92,=1/92,=1/92,=1/92
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,93,93,93,1,1,1,=1/93,=1/93,=1/93,=1/93
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,94,94,94,1,1,1,=1/94,=1/94,=1/94,=1/94
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,95,95,95,1,1,1,=1/95,=1/95,=1/95,=1/95
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,96,96,96,1,1,1,=1/96,=1/96,=1/96,=1/96
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,97,97,97,1,1,1,=1/97,=1/97,=1/97,=1/97
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,98,98,98,1,1,1,=1/98,=1/98,=1/98,=1/98
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,99,99,99,1,1,1,=1/99,=1/99,=1/99,=1/99
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,100,100,100,1,1,1,=1/100,=1/100,=1/100,=1/100
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,6,0,1,101,101,0,1,1,=0/1,=1/101,=1/101,=0/1
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,2,102,102,0,1,1,=0/2,=1/102,=1/102,=0/2
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,3,103,103,0,1,1,=0/3,=1/103,=1/103,=0/3
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,4,104,104,0,1,1,=0/4,=1/104,=1/104,=0/4
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,5,105,105,0,1,1,=0/5,=1/105,=1/105,=0/5
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,6,106,106,0,1,1,=0/6,=1/106,=1/106,=0/6
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,7,107,107,0,1,1,=0/7,=1/107,=1/107,=0/7
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,8,108,108,0,1,1,=0/8,=1/108,=1/108,=0/8
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,9,109,109,0,1,1,=0/9,=1/109,=1/109,=0/9
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,10,110,110,0,1,1,=0/10,=1/110,=1/110,=0/10
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,11,111,111,0,1,1,=0/11,=1/111,=1/111,=0/11
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,12,112,112,0,1,1,=0/12,=1/112,=1/112,=0/12
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,13,113,113,0,1,1,=0/13,=1/113,=1/113,=0/13
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,14,114,114,0,1,1,=0/14,=1/114,=1/114,=0/14
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,15,115,115,0,1,1,=0/15,=1/115,=1/115,=0/15
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,16,116,116,0,1,1,=0/16,=1/116,=1/116,=0/16
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,17,117,117,0,1,1,=0/17,=1/117,=1/117,=0/17
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,18,118,118,0,1,1,=0/18,=1/118,=1/118,=0/18
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,19,119,119,0,1,1,=0/19,=1/119,=1/119,=0/19
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,20,120,120,0,1,1,=0/20,=1/120,=1/120,=0/20
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,21,121,121,0,1,1,=0/21,=1/121,=1/121,=0/21
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,22,122,122,0,1,1,=0/22,=1/122,=1/122,=0/22
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,23,123,123,0,1,1,=0/23,=1/123,=1/123,=0/23
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,5,0,24,124,124,0,1,1,=0/24,=1/124,=1/124,=0/24
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,25,125,125,0,1,1,=0/25,=1/125,=1/125,=0/25
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,26,126,126,0,1,1,=0/26,=1/126,=1/126,=0/26
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,27,127,127,0,1,1,=0/27,=1/127,=1/127,=0/27
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,28,128,128,0,1,1,=0/28,=1/128,=1/128,=0/28
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,29,129,129,0,1,1,=0/29,=1/129,=1/129,=0/29
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,30,130,130,0,1,1,=0/30,=1/130,=1/130,=0/30
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,31,131,131,0,1,1,=0/31,=1/131,=1/131,=0/31
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,1,32,132,132,1,2,2,=1/32,=2/132,=2/132,=1/32
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,33,133,133,1,2,2,=1/33,=2/133,=2/133,=1/33
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,34,134,134,1,2,2,=1/34,=2/134,=2/134,=1/34
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,35,135,135,1,2,2,=1/35,=2/135,=2/135,=1/35
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,36,136,136,1,2,2,=1/36,=2/136,=2/136,=1/36
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,37,137,137,1,2,2,=1/37,=2/137,=2/137,=1/37
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,38,138,138,1,2,2,=1/38,=2/138,=2/138,=1/38
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,39,139,139,1,2,2,=1/39,=2/139,=2/139,=1/39
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,40,140,140,1,2,2,=1/40,=2/140,=2/140,=1/40
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,41,141,141,1,2,2,=1/41,=2/141,=2/141,=1/41
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,42,142,142,1,2,2,=1/42,=2/142,=2/142,=1/42
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,43,143,143,1,2,2,=1/43,=2/143,=2/143,=1/43
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,44,144,144,1,2,2,=1/44,=2/144,=2/144,=1/44
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,45,145,145,1,2,2,=1/45,=2/145,=2/145,=1/45
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,46,146,146,1,2,2,=1/46,=2/146,=2/146,=1/46
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,47,147,147,1,2,2,=1/47,=2/147,=2/147,=1/47
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,48,148,148,1,2,2,=1/48,=2/148,=2/148,=1/48
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,49,149,149,1,2,2,=1/49,=2/149,=2/149,=1/49
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,50,150,150,1,2,2,=1/50,=2/150,=2/150,=1/50
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,5,0,51,151,151,1,2,2,=1/51,=2/151,=2/151,=1/51
