Model,Type,Account,Answer,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,27,127,127,0,0,0,=0/27,=0/127,=0/127,=0/27
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,28,128,128,0,0,0,=0/28,=0/128,=0/128,=0/28
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,29,129,129,0,0,0,=0/29,=0/129,=0/129,=0/29
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,30,130,130,0,0,0,=0/30,=0/130,=0/130,=0/30
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,31,131,131,0,0,0,=0/31,=0/131,=0/131,=0/31
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,1,0,32,132,132,0,0,0,=0/32,=0/132,=0/132,=0/32
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,33,133,133,0,0,0,=0/33,=0/133,=0/133,=0/33
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,34,134,134,0,0,0,=0/34,=0/134,=0/134,=0/34
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,35,135,135,0,0,0,=0/35,=0/135,=0/135,=0/35
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,36,136,136,0,0,0,=0/36,=0/136,=0/136,=0/36
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,37,137,137,0,0,0,=0/37,=0/137,=0/137,=0/37
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,38,138,138,0,0,0,=0/38,=0/138,=0/138,=0/38
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,39,139,139,0,0,0,=0/39,=0/139,=0/139,=0/39
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,40,140,140,0,0,0,=0/40,=0/140,=0/140,=0/40
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,41,141,141,0,0,0,=0/41,=0/141,=0/141,=0/41
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,42,142,142,0,0,0,=0/42,=0/142,=0/142,=0/42
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,43,143,143,0,0,0,=0/43,=0/143,=0/143,=0/43
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,44,144,144,0,0,0,=0/44,=0/144,=0/144,=0/44
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,45,145,145,0,0,0,=0/45,=0/145,=0/145,=0/45
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,46,146,146,0,0,0,=0/46,=0/146,=0/146,=0/46
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,47,147,147,0,0,0,=0/47,=0/147,=0/147,=0/47
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,48,148,148,0,0,0,=0/48,=0/148,=0/148,=0/48
gemini-1.5-flash-002,one_shot,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,2,0,49,149,149,0,0,0,=0/49,=0/149,=0/149,=0/49
