Model,Type,Account,Steps,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,35,35,35,0,0,0,=0/35,=0/35,=0/35,=0/35
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,36,36,36,0,0,0,=0/36,=0/36,=0/36,=0/36
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,37,37,37,0,0,0,=0/37,=0/37,=0/37,=0/37
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,38,38,38,0,0,0,=0/38,=0/38,=0/38,=0/38
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,39,39,39,0,0,0,=0/39,=0/39,=0/39,=0/39
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9,0,40,40,40,0,0,0,=0/40,=0/40,=0/40,=0/40
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9,0,41,41,41,0,0,0,=0/41,=0/41,=0/41,=0/41
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,13,0,42,42,42,0,0,0,=0/42,=0/42,=0/42,=0/42
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,12,0,43,43,43,0,0,0,=0/43,=0/43,=0/43,=0/43
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,12,0,44,44,44,0,0,0,=0/44,=0/44,=0/44,=0/44
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,12,0,45,45,45,0,0,0,=0/45,=0/45,=0/45,=0/45
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,46,46,46,0,0,0,=0/46,=0/46,=0/46,=0/46
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,47,47,47,0,0,0,=0/47,=0/47,=0/47,=0/47
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,48,48,48,0,0,0,=0/48,=0/48,=0/48,=0/48
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,10,0,49,49,49,0,0,0,=0/49,=0/49,=0/49,=0/49
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,50,50,50,0,0,0,=0/50,=0/50,=0/50,=0/50
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,51,51,51,0,0,0,=0/51,=0/51,=0/51,=0/51
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9,0,52,52,52,0,0,0,=0/52,=0/52,=0/52,=0/52
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,12,0,53,53,53,0,0,0,=0/53,=0/53,=0/53,=0/53
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,54,54,54,0,0,0,=0/54,=0/54,=0/54,=0/54
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,55,55,55,0,0,0,=0/55,=0/55,=0/55,=0/55
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,56,56,56,0,0,0,=0/56,=0/56,=0/56,=0/56
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,6,0,57,57,57,0,0,0,=0/57,=0/57,=0/57,=0/57
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,58,58,58,0,0,0,=0/58,=0/58,=0/58,=0/58
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,59,59,59,0,0,0,=0/59,=0/59,=0/59,=0/59
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,60,60,60,0,0,0,=0/60,=0/60,=0/60,=0/60
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,61,61,61,0,0,0,=0/61,=0/61,=0/61,=0/61
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,62,62,62,0,0,0,=0/62,=0/62,=0/62,=0/62
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,6,0,63,63,63,0,0,0,=0/63,=0/63,=0/63,=0/63
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,64,64,64,0,0,0,=0/64,=0/64,=0/64,=0/64
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,65,65,65,0,0,0,=0/65,=0/65,=0/65,=0/65
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,66,66,66,0,0,0,=0/66,=0/66,=0/66,=0/66
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,12,0,67,67,67,0,0,0,=0/67,=0/67,=0/67,=0/67
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,68,68,68,0,0,0,=0/68,=0/68,=0/68,=0/68
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,69,69,69,0,0,0,=0/69,=0/69,=0/69,=0/69
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9,0,70,70,70,0,0,0,=0/70,=0/70,=0/70,=0/70
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,71,71,71,0,0,0,=0/71,=0/71,=0/71,=0/71
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,15,0,72,72,72,0,0,0,=0/72,=0/72,=0/72,=0/72
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,73,73,73,0,0,0,=0/73,=0/73,=0/73,=0/73
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,15,0,74,74,74,0,0,0,=0/74,=0/74,=0/74,=0/74
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,75,75,75,0,0,0,=0/75,=0/75,=0/75,=0/75
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,76,76,76,0,0,0,=0/76,=0/76,=0/76,=0/76
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,9,0,77,77,77,0,0,0,=0/77,=0/77,=0/77,=0/77
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,78,78,78,0,0,0,=0/78,=0/78,=0/78,=0/78
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,79,79,79,0,0,0,=0/79,=0/79,=0/79,=0/79
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,80,80,80,0,0,0,=0/80,=0/80,=0/80,=0/80
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,20,0,81,81,81,0,0,0,=0/81,=0/81,=0/81,=0/81
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,82,82,82,0,0,0,=0/82,=0/82,=0/82,=0/82
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,83,83,83,0,0,0,=0/83,=0/83,=0/83,=0/83
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,84,84,84,0,0,0,=0/84,=0/84,=0/84,=0/84
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,85,85,85,0,0,0,=0/85,=0/85,=0/85,=0/85
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,86,86,86,0,0,0,=0/86,=0/86,=0/86,=0/86
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,12,0,87,87,87,0,0,0,=0/87,=0/87,=0/87,=0/87
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,88,88,88,0,0,0,=0/88,=0/88,=0/88,=0/88
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,89,89,89,0,0,0,=0/89,=0/89,=0/89,=0/89
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,90,90,90,0,0,0,=0/90,=0/90,=0/90,=0/90
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,91,91,91,0,0,0,=0/91,=0/91,=0/91,=0/91
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,92,92,92,0,0,0,=0/92,=0/92,=0/92,=0/92
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,93,93,93,0,0,0,=0/93,=0/93,=0/93,=0/93
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,7,0,94,94,94,0,0,0,=0/94,=0/94,=0/94,=0/94
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,8,0,95,95,95,0,0,0,=0/95,=0/95,=0/95,=0/95
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,96,96,96,0,0,0,=0/96,=0/96,=0/96,=0/96
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,97,97,97,0,0,0,=0/97,=0/97,=0/97,=0/97
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,98,98,98,0,0,0,=0/98,=0/98,=0/98,=0/98
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,13,0,99,99,99,0,0,0,=0/99,=0/99,=0/99,=0/99
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,+,0,100,100,100,0,0,0,=0/100,=0/100,=0/100,=0/100
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,1,101,101,0,0,0,=0/1,=0/101,=0/101,=0/1
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,2,102,102,0,0,0,=0/2,=0/102,=0/102,=0/2
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,10,0,3,103,103,0,0,0,=0/3,=0/103,=0/103,=0/3
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,14,0,4,104,104,0,0,0,=0/4,=0/104,=0/104,=0/4
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,5,105,105,0,0,0,=0/5,=0/105,=0/105,=0/5
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,6,106,106,0,0,0,=0/6,=0/106,=0/106,=0/6
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,7,107,107,0,0,0,=0/7,=0/107,=0/107,=0/7
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,8,108,108,0,0,0,=0/8,=0/108,=0/108,=0/8
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,9,109,109,0,0,0,=0/9,=0/109,=0/109,=0/9
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,10,110,110,0,0,0,=0/10,=0/110,=0/110,=0/10
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,12,0,11,111,111,0,0,0,=0/11,=0/111,=0/111,=0/11
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,12,0,12,112,112,0,0,0,=0/12,=0/112,=0/112,=0/12
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,13,113,113,0,0,0,=0/13,=0/113,=0/113,=0/13
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,14,114,114,0,0,0,=0/14,=0/114,=0/114,=0/14
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,15,115,115,0,0,0,=0/15,=0/115,=0/115,=0/15
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,16,116,116,0,0,0,=0/16,=0/116,=0/116,=0/16
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,17,117,117,0,0,0,=0/17,=0/117,=0/117,=0/17
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,11,0,18,118,118,0,0,0,=0/18,=0/118,=0/118,=0/18
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,19,119,119,0,0,0,=0/19,=0/119,=0/119,=0/19
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,20,120,120,0,0,0,=0/20,=0/120,=0/120,=0/20
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,21,121,121,0,0,0,=0/21,=0/121,=0/121,=0/21
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9,0,22,122,122,0,0,0,=0/22,=0/122,=0/122,=0/22
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,23,123,123,0,0,0,=0/23,=0/123,=0/123,=0/23
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,12,0,24,124,124,0,0,0,=0/24,=0/124,=0/124,=0/24
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9,0,25,125,125,0,0,0,=0/25,=0/125,=0/125,=0/25
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,11,0,26,126,126,0,0,0,=0/26,=0/126,=0/126,=0/26
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,13,0,27,127,127,0,0,0,=0/27,=0/127,=0/127,=0/27
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,28,128,128,0,0,0,=0/28,=0/128,=0/128,=0/28
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,7,0,29,129,129,0,0,0,=0/29,=0/129,=0/129,=0/29
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,30,130,130,0,0,0,=0/30,=0/130,=0/130,=0/30
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,31,131,131,0,0,0,=0/31,=0/131,=0/131,=0/31
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,32,132,132,0,0,0,=0/32,=0/132,=0/132,=0/32
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,33,133,133,0,0,0,=0/33,=0/133,=0/133,=0/33
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,34,134,134,0,0,0,=0/34,=0/134,=0/134,=0/34
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,9,0,35,135,135,0,0,0,=0/35,=0/135,=0/135,=0/35
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,36,136,136,0,0,0,=0/36,=0/136,=0/136,=0/36
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,37,137,137,0,0,0,=0/37,=0/137,=0/137,=0/37
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,18,0,38,138,138,0,0,0,=0/38,=0/138,=0/138,=0/38
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,39,139,139,0,0,0,=0/39,=0/139,=0/139,=0/39
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,18,0,40,140,140,0,0,0,=0/40,=0/140,=0/140,=0/40
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,41,141,141,0,0,0,=0/41,=0/141,=0/141,=0/41
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,16,0,42,142,142,0,0,0,=0/42,=0/142,=0/142,=0/42
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,43,143,143,0,0,0,=0/43,=0/143,=0/143,=0/43
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,44,144,144,0,0,0,=0/44,=0/144,=0/144,=0/44
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,45,145,145,0,0,0,=0/45,=0/145,=0/145,=0/45
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,46,146,146,0,0,0,=0/46,=0/146,=0/146,=0/46
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,47,147,147,0,0,0,=0/47,=0/147,=0/147,=0/47
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,11,0,48,148,148,0,0,0,=0/48,=0/148,=0/148,=0/48
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,49,149,149,0,0,0,=0/49,=0/149,=0/149,=0/49
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,8,0,50,150,150,0,0,0,=0/50,=0/150,=0/150,=0/50
gemini-1.5-flash-002,CoT,2whG648zzuYtz_mexEp2R6NdZQyzat9cZEkWcQ==,+,0,51,151,151,0,0,0,=0/51,=0/151,=0/151,=0/51
