Model,Type,Account,Answer,Correct,Repetition per Account(Model),Repetition per Type(Model),Repetition per Question(Model),Account(Model) Cumulative,Type(Model) Cumulative,Question(Model) Cumulative,Account(Model) Percentual,Type(Model) Percentual,Question(Model) Percentual,Type and Account Percentual
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,30,11,30,0,0,0,=0/30,=0/11,=0/30,=0/11
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.57,0,31,12,31,0,0,0,=0/31,=0/12,=0/31,=0/12
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.57,0,32,13,32,0,0,0,=0/32,=0/13,=0/32,=0/13
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,4,2,4,0,0,0,=0/4,=0/2,=0/4,=0/2
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,20,17,20,0,0,0,=0/20,=0/17,=0/20,=0/17
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1750.0,0,33,14,33,0,0,0,=0/33,=0/14,=0/33,=0/14
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,175.0,0,36,15,36,0,0,0,=0/36,=0/15,=0/36,=0/15
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,37,16,37,0,0,0,=0/37,=0/16,=0/37,=0/16
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,35,18,35,0,0,0,=0/35,=0/18,=0/35,=0/18
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,39,19,39,0,0,0,=0/39,=0/19,=0/39,=0/19
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,40,20,40,0,0,0,=0/40,=0/20,=0/40,=0/20
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,41,21,41,0,0,0,=0/41,=0/21,=0/41,=0/21
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,42,22,42,0,0,0,=0/42,=0/22,=0/42,=0/22
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,43,23,43,0,0,0,=0/43,=0/23,=0/43,=0/23
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,34.0,0,44,24,44,0,0,0,=0/44,=0/24,=0/44,=0/24
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,45,25,45,0,0,0,=0/45,=0/25,=0/45,=0/25
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,46,26,46,0,0,0,=0/46,=0/26,=0/46,=0/26
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,45.0,0,47,27,47,0,0,0,=0/47,=0/27,=0/47,=0/27
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,48,28,48,0,0,0,=0/48,=0/28,=0/48,=0/28
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,49,29,49,0,0,0,=0/49,=0/29,=0/49,=0/29
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.57,0,38,17,38,0,0,0,=0/38,=0/17,=0/38,=0/17
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,51,18,51,0,0,0,=0/51,=0/18,=0/51,=0/18
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,52,19,52,0,0,0,=0/52,=0/19,=0/52,=0/19
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,53,20,53,0,0,0,=0/53,=0/20,=0/53,=0/20
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,54,21,54,0,0,0,=0/54,=0/21,=0/54,=0/21
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,55,22,55,0,0,0,=0/55,=0/22,=0/55,=0/22
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,56,23,56,0,0,0,=0/56,=0/23,=0/56,=0/23
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,57,24,57,0,0,0,=0/57,=0/24,=0/57,=0/24
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,34,3,34,0,0,0,=0/34,=0/3,=0/34,=0/3
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,59,4,59,0,0,0,=0/59,=0/4,=0/59,=0/4
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,60,5,60,0,0,0,=0/60,=0/5,=0/60,=0/5
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,61,6,61,0,0,0,=0/61,=0/6,=0/61,=0/6
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,62,7,62,0,0,0,=0/62,=0/7,=0/62,=0/7
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,63,8,63,0,0,0,=0/63,=0/8,=0/63,=0/8
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,64,9,64,0,0,0,=0/64,=0/9,=0/64,=0/9
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,65,10,65,0,0,0,=0/65,=0/10,=0/65,=0/10
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,66,11,66,0,0,0,=0/66,=0/11,=0/66,=0/11
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,67,12,67,0,0,0,=0/67,=0/12,=0/67,=0/12
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,68,13,68,0,0,0,=0/68,=0/13,=0/68,=0/13
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,69,14,69,0,0,0,=0/69,=0/14,=0/69,=0/14
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,70,15,70,0,0,0,=0/70,=0/15,=0/70,=0/15
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,71,16,71,0,0,0,=0/71,=0/16,=0/71,=0/16
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,72,17,72,0,0,0,=0/72,=0/17,=0/72,=0/17
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,46.0,0,73,18,73,0,0,0,=0/73,=0/18,=0/73,=0/18
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,74,19,74,0,0,0,=0/74,=0/19,=0/74,=0/19
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,46.0,0,75,20,75,0,0,0,=0/75,=0/20,=0/75,=0/20
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,76,21,76,0,0,0,=0/76,=0/21,=0/76,=0/21
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,46.0,0,77,22,77,0,0,0,=0/77,=0/22,=0/77,=0/22
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,46.0,0,78,23,78,0,0,0,=0/78,=0/23,=0/78,=0/23
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,50,30,50,0,0,0,=0/50,=0/30,=0/50,=0/30
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,171.0,0,80,31,80,0,0,0,=0/80,=0/31,=0/80,=0/31
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,81,32,81,0,0,0,=0/81,=0/32,=0/81,=0/32
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,82,33,82,0,0,0,=0/82,=0/33,=0/82,=0/33
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,83,34,83,0,0,0,=0/83,=0/34,=0/83,=0/34
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,84,35,84,0,0,0,=0/84,=0/35,=0/84,=0/35
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,85,36,85,0,0,0,=0/85,=0/36,=0/85,=0/36
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,86,37,86,0,0,0,=0/86,=0/37,=0/86,=0/37
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,87,38,87,0,0,0,=0/87,=0/38,=0/87,=0/38
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,88,39,88,0,0,0,=0/88,=0/39,=0/88,=0/39
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,89,40,89,0,0,0,=0/89,=0/40,=0/89,=0/40
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,90,41,90,0,0,0,=0/90,=0/41,=0/90,=0/41
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,45.0,0,91,42,91,0,0,0,=0/91,=0/42,=0/91,=0/42
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,92,43,92,0,0,0,=0/92,=0/43,=0/92,=0/43
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,58,25,58,0,0,0,=0/58,=0/25,=0/58,=0/25
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,94,26,94,0,0,0,=0/94,=0/26,=0/94,=0/26
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,95,27,95,0,0,0,=0/95,=0/27,=0/95,=0/27
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,96,28,96,0,0,0,=0/96,=0/28,=0/96,=0/28
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.57,0,97,29,97,0,0,0,=0/97,=0/29,=0/97,=0/29
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,98,30,98,0,0,0,=0/98,=0/30,=0/98,=0/30
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,79,24,79,0,0,0,=0/79,=0/24,=0/79,=0/24
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,100,25,100,0,0,0,=0/100,=0/25,=0/100,=0/25
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,101,26,101,0,0,0,=0/101,=0/26,=0/101,=0/26
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,102,27,102,0,0,0,=0/102,=0/27,=0/102,=0/27
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,103,28,103,0,0,0,=0/103,=0/28,=0/103,=0/28
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,104,29,104,0,0,0,=0/104,=0/29,=0/104,=0/29
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,105,30,105,0,0,0,=0/105,=0/30,=0/105,=0/30
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,106,31,106,0,0,0,=0/106,=0/31,=0/106,=0/31
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,93,44,93,0,0,0,=0/93,=0/44,=0/93,=0/44
gemini-1.5-flash-002,CoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,1000.0,0,108,45,108,0,0,0,=0/108,=0/45,=0/108,=0/45
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,99,31,99,0,0,0,=0/99,=0/31,=0/99,=0/31
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.57,0,110,32,110,0,0,0,=0/110,=0/32,=0/110,=0/32
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,107,32,107,0,0,0,=0/107,=0/32,=0/107,=0/32
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,112,33,112,0,0,0,=0/112,=0/33,=0/112,=0/33
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,113,34,113,0,0,0,=0/113,=0/34,=0/113,=0/34
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,114,35,114,0,0,0,=0/114,=0/35,=0/114,=0/35
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,115,36,115,0,0,0,=0/115,=0/36,=0/115,=0/36
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,116,37,116,0,0,0,=0/116,=0/37,=0/116,=0/37
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,117,38,117,0,0,0,=0/117,=0/38,=0/117,=0/38
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,118,39,118,0,0,0,=0/118,=0/39,=0/118,=0/39
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,119,40,119,0,0,0,=0/119,=0/40,=0/119,=0/40
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,120,41,120,0,0,0,=0/120,=0/41,=0/120,=0/41
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,121,42,121,0,0,0,=0/121,=0/42,=0/121,=0/42
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,122,43,122,0,0,0,=0/122,=0/43,=0/122,=0/43
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,123,44,123,0,0,0,=0/123,=0/44,=0/123,=0/44
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,124,45,124,0,0,0,=0/124,=0/45,=0/124,=0/45
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,125,46,125,0,0,0,=0/125,=0/46,=0/125,=0/46
gemini-1.5-flash-002,PoT,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,63.0,0,126,47,126,0,0,0,=0/126,=0/47,=0/126,=0/47
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,111,33,111,0,0,0,=0/111,=0/33,=0/111,=0/33
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,128,34,128,0,0,0,=0/128,=0/34,=0/128,=0/34
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,129,35,129,0,0,0,=0/129,=0/35,=0/129,=0/35
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,130,36,130,0,0,0,=0/130,=0/36,=0/130,=0/36
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,131,37,131,0,0,0,=0/131,=0/37,=0/131,=0/37
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.57,0,132,38,132,0,0,0,=0/132,=0/38,=0/132,=0/38
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,3000000.0,0,133,39,133,0,0,0,=0/133,=0/39,=0/133,=0/39
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,134,40,134,0,0,0,=0/134,=0/40,=0/134,=0/40
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,135,41,135,0,0,0,=0/135,=0/41,=0/135,=0/41
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,136,42,136,0,0,0,=0/136,=0/42,=0/136,=0/42
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,137,43,137,0,0,0,=0/137,=0/43,=0/137,=0/43
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,138,44,138,0,0,0,=0/138,=0/44,=0/138,=0/44
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,3000000.0,0,139,45,139,0,0,0,=0/139,=0/45,=0/139,=0/45
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,166.67,0,140,46,140,0,0,0,=0/140,=0/46,=0/140,=0/46
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.57,0,141,47,141,0,0,0,=0/141,=0/47,=0/141,=0/47
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,142,48,142,0,0,0,=0/142,=0/48,=0/142,=0/48
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.57,0,143,49,143,0,0,0,=0/143,=0/49,=0/143,=0/49
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,3000000.0,0,144,50,144,0,0,0,=0/144,=0/50,=0/144,=0/50
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,175.0,0,145,51,145,0,0,0,=0/145,=0/51,=0/145,=0/51
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,28.57,0,146,52,146,0,0,0,=0/146,=0/52,=0/146,=0/52
gemini-1.5-flash-002,one_shot,0l8LGCOE0BO1WFOe2b7RdKTBiGhPWYgr53kOLA==,100.0,0,147,53,147,0,0,0,=0/147,=0/53,=0/147,=0/53
